Date,DJJA
2024-08-16,40659.8
2024-08-19,40896.5
2024-08-20,40835.0
2024-08-21,40890.5
2024-08-22,40712.8
2024-08-23,41175.1
2024-08-26,41240.5
2024-08-27,41250.5
2024-08-28,41091.4
2024-08-29,41335.1
2024-08-30,41563.1
2024-09-03,40936.9
2024-09-04,40975.0
2024-09-05,40755.8
2024-09-06,40345.4
2024-09-09,40829.6
2024-09-10,40737.0
2024-09-11,40861.7
2024-09-12,41096.8
2024-09-13,41393.8
2024-09-16,41622.1
2024-09-17,41606.2
2024-09-18,41503.1
2024-09-19,42025.2
2024-09-20,42063.4
2024-09-23,42124.6
2024-09-24,42208.2
2024-09-25,41914.8
2024-09-26,42175.1
2024-09-27,42313.0
2024-09-30,42330.1
2024-10-01,42157.0
2024-10-02,42196.5
2024-10-03,42011.6
2024-10-04,42352.8
2024-10-07,41954.2
2024-10-08,42080.4
2024-10-09,42512.0
2024-10-10,42454.1
2024-10-11,42863.9
2024-10-14,43065.2
2024-10-15,42740.4
2024-10-16,43077.7
2024-10-17,43239.1
2024-10-18,43275.9
2024-10-21,42931.6
