Date	Ticker	Price
2020-03-12	DJIA	21200.6
2020-03-12	SP500	2480.6
2020-03-12	NASDAQ	7201.8
2020-03-13	DJIA	23185.6
2020-03-13	SP500	2711.0
2020-03-13	NASDAQ	7874.9
2020-03-16	DJIA	20188.5
2020-03-16	SP500	2386.1
2020-03-16	NASDAQ	6904.6
2020-03-17	DJIA	21237.4
2020-03-17	SP500	2529.2
2020-03-17	NASDAQ	7334.8
2020-03-18	DJIA	19898.9
2020-03-18	SP500	2398.1
2020-03-18	NASDAQ	6989.8
2020-03-19	DJIA	20087.2
2020-03-19	SP500	2409.4
2020-03-19	NASDAQ	7150.6
2020-03-20	DJIA	19174.0
2020-03-20	SP500	2304.9
2020-03-20	NASDAQ	6879.5
2020-03-23	DJIA	18591.9
2020-03-23	SP500	2237.4
2020-03-23	NASDAQ	6860.7
2020-03-24	DJIA	20704.9
2020-03-24	SP500	2447.3
2020-03-24	NASDAQ	7417.9
2020-03-25	DJIA	21200.6
2020-03-25	SP500	2475.6
2020-03-25	NASDAQ	7384.3
2020-03-26	DJIA	22552.2
2020-03-26	SP500	2630.1
2020-03-26	NASDAQ	7797.5
2020-03-27	DJIA	21636.8
2020-03-27	SP500	2541.5
2020-03-27	NASDAQ	7502.4
2020-03-30	DJIA	22327.5
2020-03-30	SP500	2626.6
2020-03-30	NASDAQ	7774.1
2020-03-31	DJIA	21917.2
2020-03-31	SP500	2584.6
2020-03-31	NASDAQ	7700.1
2020-04-01	DJIA	20943.5
2020-04-01	SP500	2470.5
2020-04-01	NASDAQ	7360.6
2020-04-02	DJIA	21413.4
2020-04-02	SP500	2526.9
2020-04-02	NASDAQ	7487.3
2020-04-03	DJIA	21052.5
2020-04-03	SP500	2488.6
2020-04-03	NASDAQ	7373.1
2020-04-06	DJIA	22680.0
2020-04-06	SP500	2663.7
2020-04-06	NASDAQ	7913.2
2020-04-07	DJIA	22653.9
2020-04-07	SP500	2659.4
2020-04-07	NASDAQ	7887.3
2020-04-08	DJIA	23433.6
2020-04-08	SP500	2750.0
2020-04-08	NASDAQ	8090.9
2020-04-09	DJIA	23719.4
2020-04-09	SP500	2789.8
2020-04-09	NASDAQ	8153.6
2020-04-13	DJIA	23390.8
2020-04-13	SP500	2761.6
2020-04-13	NASDAQ	8192.4
2020-04-14	DJIA	23949.8
2020-04-14	SP500	2846.1
2020-04-14	NASDAQ	8515.7
2020-04-15	DJIA	23504.3
2020-04-15	SP500	2783.4
2020-04-15	NASDAQ	8393.2
2020-04-16	DJIA	23537.7
2020-04-16	SP500	2799.6
2020-04-16	NASDAQ	8532.4
2020-04-17	DJIA	24242.5
2020-04-17	SP500	2874.6
2020-04-17	NASDAQ	8650.1
2020-04-20	DJIA	23650.4
2020-04-20	SP500	2823.2
2020-04-20	NASDAQ	8560.7
2020-04-21	DJIA	23018.9
2020-04-21	SP500	2736.6
2020-04-21	NASDAQ	8263.2
2020-04-22	DJIA	23475.8
2020-04-22	SP500	2799.3
2020-04-22	NASDAQ	8495.4
2020-04-23	DJIA	23515.3
2020-04-23	SP500	2797.8
2020-04-23	NASDAQ	8494.8
2020-04-24	DJIA	23775.3
2020-04-24	SP500	2836.7
2020-04-24	NASDAQ	8634.5
2020-04-27	DJIA	24133.8
2020-04-27	SP500	2878.5
2020-04-27	NASDAQ	8730.2
2020-04-28	DJIA	24101.6
2020-04-28	SP500	2863.4
2020-04-28	NASDAQ	8607.7
2020-04-29	DJIA	24633.9
2020-04-29	SP500	2939.5
2020-04-29	NASDAQ	8914.7
2020-04-30	DJIA	24345.7
2020-04-30	SP500	2912.4
2020-04-30	NASDAQ	8889.5
2020-05-01	DJIA	23723.7
2020-05-01	SP500	2830.7
2020-05-01	NASDAQ	8605.0
2020-05-04	DJIA	23749.8
2020-05-04	SP500	2842.7
2020-05-04	NASDAQ	8710.7
2020-05-05	DJIA	23883.1
2020-05-05	SP500	2868.4
2020-05-05	NASDAQ	8809.1
2020-05-06	DJIA	23664.6
2020-05-06	SP500	2848.4
2020-05-06	NASDAQ	8854.4
2020-05-07	DJIA	23875.9
2020-05-07	SP500	2881.2
2020-05-07	NASDAQ	8979.7
2020-05-08	DJIA	24331.3
2020-05-08	SP500	2929.8
2020-05-08	NASDAQ	9121.3
2020-05-11	DJIA	24222.0
2020-05-11	SP500	2930.2
2020-05-11	NASDAQ	9192.3
2020-05-12	DJIA	23764.8
2020-05-12	SP500	2870.1
2020-05-12	NASDAQ	9002.5
2020-05-13	DJIA	23248.0
2020-05-13	SP500	2820.0
2020-05-13	NASDAQ	8863.2
2020-05-14	DJIA	23625.3
2020-05-14	SP500	2852.5
2020-05-14	NASDAQ	8943.7
2020-05-15	DJIA	23685.4
2020-05-15	SP500	2863.7
2020-05-15	NASDAQ	9014.6
2020-05-18	DJIA	24597.4
2020-05-18	SP500	2953.9
2020-05-18	NASDAQ	9234.8
2020-05-19	DJIA	24206.9
2020-05-19	SP500	2922.9
2020-05-19	NASDAQ	9185.1
2020-05-20	DJIA	24575.9
2020-05-20	SP500	2971.6
2020-05-20	NASDAQ	9375.8
2020-05-21	DJIA	24474.1
2020-05-21	SP500	2948.5
2020-05-21	NASDAQ	9284.9
2020-05-22	DJIA	24465.2
2020-05-22	SP500	2955.4
2020-05-22	NASDAQ	9324.6
2020-05-26	DJIA	24995.1
2020-05-26	SP500	2991.8
2020-05-26	NASDAQ	9340.2
2020-05-27	DJIA	25548.3
2020-05-27	SP500	3036.1
2020-05-27	NASDAQ	9412.4
2020-05-28	DJIA	25400.6
2020-05-28	SP500	3029.7
2020-05-28	NASDAQ	9369.0
2020-05-29	DJIA	25383.1
2020-05-29	SP500	3044.3
2020-05-29	NASDAQ	9489.9
2020-06-01	DJIA	25475.0
2020-06-01	SP500	3055.7
2020-06-01	NASDAQ	9552.0
2020-06-02	DJIA	25742.7
2020-06-02	SP500	3080.8
2020-06-02	NASDAQ	9608.4
2020-06-03	DJIA	26269.9
2020-06-03	SP500	3122.9
2020-06-03	NASDAQ	9682.9
2020-06-04	DJIA	26281.8
2020-06-04	SP500	3112.4
2020-06-04	NASDAQ	9615.8
2020-06-05	DJIA	27111.0
2020-06-05	SP500	3193.9
2020-06-05	NASDAQ	9814.1
2020-06-08	DJIA	27572.4
2020-06-08	SP500	3232.4
2020-06-08	NASDAQ	9924.8
2020-06-09	DJIA	27272.3
2020-06-09	SP500	3207.2
2020-06-09	NASDAQ	9953.8
2020-06-10	DJIA	26990.0
2020-06-10	SP500	3190.1
2020-06-10	NASDAQ	10020.3
2020-06-11	DJIA	25128.2
2020-06-11	SP500	3002.1
2020-06-11	NASDAQ	9492.7
2020-06-12	DJIA	25605.5
2020-06-12	SP500	3041.3
2020-06-12	NASDAQ	9588.8
2020-06-15	DJIA	25763.2
2020-06-15	SP500	3066.6
2020-06-15	NASDAQ	9726.0
2020-06-16	DJIA	26290.0
2020-06-16	SP500	3124.7
2020-06-16	NASDAQ	9895.9
2020-06-17	DJIA	26119.6
2020-06-17	SP500	3113.5
2020-06-17	NASDAQ	9910.5
2020-06-18	DJIA	26080.1
2020-06-18	SP500	3115.3
2020-06-18	NASDAQ	9943.0
2020-06-19	DJIA	25871.5
2020-06-19	SP500	3097.7
2020-06-19	NASDAQ	9946.1
2020-06-22	DJIA	26025.0
2020-06-22	SP500	3117.9
2020-06-22	NASDAQ	10056.5
2020-06-23	DJIA	26156.1
2020-06-23	SP500	3131.3
2020-06-23	NASDAQ	10131.4
2020-06-24	DJIA	25445.9
2020-06-24	SP500	3050.3
2020-06-24	NASDAQ	9909.2
2020-06-25	DJIA	25745.6
2020-06-25	SP500	3083.8
2020-06-25	NASDAQ	10017.0
2020-06-26	DJIA	25015.6
2020-06-26	SP500	3009.1
2020-06-26	NASDAQ	9757.2
2020-06-29	DJIA	25595.8
2020-06-29	SP500	3053.2
2020-06-29	NASDAQ	9874.2
2020-06-30	DJIA	25812.9
2020-06-30	SP500	3100.3
2020-06-30	NASDAQ	10058.8
2020-07-01	DJIA	25735.0
2020-07-01	SP500	3115.9
2020-07-01	NASDAQ	10154.6
2020-07-02	DJIA	25827.4
2020-07-02	SP500	3130.0
2020-07-02	NASDAQ	10207.6
2020-07-06	DJIA	26287.0
2020-07-06	SP500	3179.7
2020-07-06	NASDAQ	10433.7
2020-07-07	DJIA	25890.2
2020-07-07	SP500	3145.3
2020-07-07	NASDAQ	10343.9
2020-07-08	DJIA	26067.3
2020-07-08	SP500	3169.9
2020-07-08	NASDAQ	10492.5
2020-07-09	DJIA	25706.1
2020-07-09	SP500	3152.1
2020-07-09	NASDAQ	10547.8
2020-07-10	DJIA	26075.3
2020-07-10	SP500	3185.0
2020-07-10	NASDAQ	10617.4
2020-07-13	DJIA	26085.8
2020-07-13	SP500	3155.2
2020-07-13	NASDAQ	10390.8
2020-07-14	DJIA	26642.6
2020-07-14	SP500	3197.5
2020-07-14	NASDAQ	10488.6
2020-07-15	DJIA	26870.1
2020-07-15	SP500	3226.6
2020-07-15	NASDAQ	10550.5
2020-07-16	DJIA	26734.7
2020-07-16	SP500	3215.6
2020-07-16	NASDAQ	10473.8
2020-07-17	DJIA	26671.9
2020-07-17	SP500	3224.7
2020-07-17	NASDAQ	10503.2
2020-07-20	DJIA	26680.9
2020-07-20	SP500	3251.8
2020-07-20	NASDAQ	10767.1
2020-07-21	DJIA	26840.4
2020-07-21	SP500	3257.3
2020-07-21	NASDAQ	10680.4
2020-07-22	DJIA	27005.8
2020-07-22	SP500	3276.0
2020-07-22	NASDAQ	10706.1
2020-07-23	DJIA	26652.3
2020-07-23	SP500	3235.7
2020-07-23	NASDAQ	10461.4
2020-07-24	DJIA	26469.9
2020-07-24	SP500	3215.6
2020-07-24	NASDAQ	10363.2
2020-07-27	DJIA	26584.8
2020-07-27	SP500	3239.4
2020-07-27	NASDAQ	10536.3
2020-07-28	DJIA	26379.3
2020-07-28	SP500	3218.4
2020-07-28	NASDAQ	10402.1
2020-07-29	DJIA	26539.6
2020-07-29	SP500	3258.4
2020-07-29	NASDAQ	10542.9
2020-07-30	DJIA	26313.7
2020-07-30	SP500	3246.2
2020-07-30	NASDAQ	10587.8
2020-07-31	DJIA	26428.3
2020-07-31	SP500	3271.1
2020-07-31	NASDAQ	10745.3
2020-08-03	DJIA	26664.4
2020-08-03	SP500	3294.6
2020-08-03	NASDAQ	10902.8
2020-08-04	DJIA	26828.5
2020-08-04	SP500	3306.5
2020-08-04	NASDAQ	10941.2
2020-08-05	DJIA	27201.5
2020-08-05	SP500	3327.8
2020-08-05	NASDAQ	10998.4
2020-08-06	DJIA	27387.0
2020-08-06	SP500	3349.2
2020-08-06	NASDAQ	11108.1
2020-08-07	DJIA	27433.5
2020-08-07	SP500	3351.3
2020-08-07	NASDAQ	11011.0
2020-08-10	DJIA	27791.4
2020-08-10	SP500	3360.5
2020-08-10	NASDAQ	10968.4
2020-08-11	DJIA	27686.9
2020-08-11	SP500	3333.7
2020-08-11	NASDAQ	10782.8
2020-08-12	DJIA	27976.8
2020-08-12	SP500	3380.4
2020-08-12	NASDAQ	11012.2
2020-08-13	DJIA	27896.7
2020-08-13	SP500	3373.4
2020-08-13	NASDAQ	11042.5
2020-08-14	DJIA	27931.0
2020-08-14	SP500	3372.9
2020-08-14	NASDAQ	11019.3
2020-08-17	DJIA	27844.9
2020-08-17	SP500	3382.0
2020-08-17	NASDAQ	11129.7
2020-08-18	DJIA	27778.1
2020-08-18	SP500	3389.8
2020-08-18	NASDAQ	11210.8
2020-08-19	DJIA	27692.9
2020-08-19	SP500	3374.9
2020-08-19	NASDAQ	11146.5
2020-08-20	DJIA	27739.7
2020-08-20	SP500	3385.5
2020-08-20	NASDAQ	11265.0
2020-08-21	DJIA	27930.3
2020-08-21	SP500	3397.2
2020-08-21	NASDAQ	11311.8
2020-08-24	DJIA	28308.5
2020-08-24	SP500	3431.3
2020-08-24	NASDAQ	11379.7
2020-08-25	DJIA	28248.4
2020-08-25	SP500	3443.6
2020-08-25	NASDAQ	11466.5
2020-08-26	DJIA	28331.9
2020-08-26	SP500	3478.7
2020-08-26	NASDAQ	11665.1
2020-08-27	DJIA	28492.3
2020-08-27	SP500	3484.6
2020-08-27	NASDAQ	11625.3
2020-08-28	DJIA	28653.9
2020-08-28	SP500	3508.0
2020-08-28	NASDAQ	11695.6
2020-08-31	DJIA	28430.1
2020-08-31	SP500	3500.3
2020-08-31	NASDAQ	11775.5
2020-09-01	DJIA	28645.7
2020-09-01	SP500	3526.6
2020-09-01	NASDAQ	11939.7
2020-09-02	DJIA	29100.5
2020-09-02	SP500	3580.8
2020-09-02	NASDAQ	12056.4
2020-09-03	DJIA	28292.7
2020-09-03	SP500	3455.1
2020-09-03	NASDAQ	11458.1
2020-09-04	DJIA	28133.3
2020-09-04	SP500	3427.0
2020-09-04	NASDAQ	11313.1
2020-09-08	DJIA	27500.9
2020-09-08	SP500	3331.8
2020-09-08	NASDAQ	10847.7
2020-09-09	DJIA	27940.5
2020-09-09	SP500	3399.0
2020-09-09	NASDAQ	11141.6
2020-09-10	DJIA	27534.6
2020-09-10	SP500	3339.2
2020-09-10	NASDAQ	10919.6
2020-09-11	DJIA	27665.6
2020-09-11	SP500	3341.0
2020-09-11	NASDAQ	10853.5
2020-09-14	DJIA	27993.3
2020-09-14	SP500	3383.5
2020-09-14	NASDAQ	11056.7
2020-09-15	DJIA	27995.6
2020-09-15	SP500	3401.2
2020-09-15	NASDAQ	11190.3
2020-09-16	DJIA	28032.4
2020-09-16	SP500	3385.5
2020-09-16	NASDAQ	11050.5
2020-09-17	DJIA	27902.0
2020-09-17	SP500	3357.0
2020-09-17	NASDAQ	10910.3
2020-09-18	DJIA	27657.4
2020-09-18	SP500	3319.5
2020-09-18	NASDAQ	10793.3
2020-09-21	DJIA	27147.7
2020-09-21	SP500	3281.1
2020-09-21	NASDAQ	10778.8
2020-09-22	DJIA	27288.2
2020-09-22	SP500	3315.6
2020-09-22	NASDAQ	10963.6
2020-09-23	DJIA	26763.1
2020-09-23	SP500	3236.9
2020-09-23	NASDAQ	10633.0
2020-09-24	DJIA	26815.4
2020-09-24	SP500	3246.6
2020-09-24	NASDAQ	10672.3
2020-09-25	DJIA	27174.0
2020-09-25	SP500	3298.5
2020-09-25	NASDAQ	10913.6
2020-09-28	DJIA	27584.1
2020-09-28	SP500	3351.6
2020-09-28	NASDAQ	11117.5
2020-09-29	DJIA	27452.7
2020-09-29	SP500	3335.5
2020-09-29	NASDAQ	11085.2
2020-09-30	DJIA	27781.7
2020-09-30	SP500	3363.0
2020-09-30	NASDAQ	11167.5
2020-10-01	DJIA	27816.9
2020-10-01	SP500	3380.8
2020-10-01	NASDAQ	11326.5
2020-10-02	DJIA	27682.8
2020-10-02	SP500	3348.4
2020-10-02	NASDAQ	11075.0
2020-10-05	DJIA	28148.6
2020-10-05	SP500	3408.6
2020-10-05	NASDAQ	11332.5
2020-10-06	DJIA	27772.8
2020-10-06	SP500	3361.0
2020-10-06	NASDAQ	11154.6
2020-10-07	DJIA	28303.5
2020-10-07	SP500	3419.4
2020-10-07	NASDAQ	11364.6
2020-10-08	DJIA	28425.5
2020-10-08	SP500	3446.8
2020-10-08	NASDAQ	11421.0
2020-10-09	DJIA	28586.9
2020-10-09	SP500	3477.1
2020-10-09	NASDAQ	11579.9
2020-10-12	DJIA	28837.5
2020-10-12	SP500	3534.2
2020-10-12	NASDAQ	11876.3
2020-10-13	DJIA	28679.8
2020-10-13	SP500	3511.9
2020-10-13	NASDAQ	11863.9
2020-10-14	DJIA	28514.0
2020-10-14	SP500	3488.7
2020-10-14	NASDAQ	11768.7
2020-10-15	DJIA	28494.2
2020-10-15	SP500	3483.3
2020-10-15	NASDAQ	11713.9
2020-10-16	DJIA	28606.3
2020-10-16	SP500	3483.8
2020-10-16	NASDAQ	11671.6
2020-10-19	DJIA	28195.4
2020-10-19	SP500	3426.9
2020-10-19	NASDAQ	11478.9
2020-10-20	DJIA	28308.8
2020-10-20	SP500	3443.1
2020-10-20	NASDAQ	11516.5
2020-10-21	DJIA	28210.8
2020-10-21	SP500	3435.6
2020-10-21	NASDAQ	11484.7
2020-10-22	DJIA	28363.7
2020-10-22	SP500	3453.5
2020-10-22	NASDAQ	11506.0
2020-10-23	DJIA	28335.6
2020-10-23	SP500	3465.4
2020-10-23	NASDAQ	11548.3
2020-10-26	DJIA	27685.4
2020-10-26	SP500	3401.0
2020-10-26	NASDAQ	11358.9
2020-10-27	DJIA	27463.2
2020-10-27	SP500	3390.7
2020-10-27	NASDAQ	11431.3
2020-10-28	DJIA	26519.9
2020-10-28	SP500	3271.0
2020-10-28	NASDAQ	11004.9
2020-10-29	DJIA	26659.1
2020-10-29	SP500	3310.1
2020-10-29	NASDAQ	11185.6
2020-10-30	DJIA	26501.6
2020-10-30	SP500	3270.0
2020-10-30	NASDAQ	10911.6
2020-11-02	DJIA	26925.1
2020-11-02	SP500	3310.2
2020-11-02	NASDAQ	10957.6
2020-11-03	DJIA	27480.0
2020-11-03	SP500	3369.2
2020-11-03	NASDAQ	11160.6
2020-11-04	DJIA	27847.7
2020-11-04	SP500	3443.4
2020-11-04	NASDAQ	11590.8
2020-11-05	DJIA	28390.2
2020-11-05	SP500	3510.4
2020-11-05	NASDAQ	11890.9
2020-11-06	DJIA	28323.4
2020-11-06	SP500	3509.4
2020-11-06	NASDAQ	11895.2
2020-11-09	DJIA	29158.0
2020-11-09	SP500	3550.5
2020-11-09	NASDAQ	11713.8
2020-11-10	DJIA	29420.9
2020-11-10	SP500	3545.5
2020-11-10	NASDAQ	11553.9
2020-11-11	DJIA	29397.6
2020-11-11	SP500	3572.7
2020-11-11	NASDAQ	11786.4
2020-11-12	DJIA	29080.2
2020-11-12	SP500	3537.0
2020-11-12	NASDAQ	11709.6
2020-11-13	DJIA	29479.8
2020-11-13	SP500	3585.1
2020-11-13	NASDAQ	11829.3
2020-11-16	DJIA	29950.4
2020-11-16	SP500	3626.9
2020-11-16	NASDAQ	11924.1
2020-11-17	DJIA	29783.3
2020-11-17	SP500	3609.5
2020-11-17	NASDAQ	11899.3
2020-11-18	DJIA	29438.4
2020-11-18	SP500	3567.8
2020-11-18	NASDAQ	11801.6
2020-11-19	DJIA	29483.2
2020-11-19	SP500	3581.9
2020-11-19	NASDAQ	11904.7
2020-11-20	DJIA	29263.5
2020-11-20	SP500	3557.5
2020-11-20	NASDAQ	11855.0
2020-11-23	DJIA	29591.3
2020-11-23	SP500	3577.6
2020-11-23	NASDAQ	11880.6
2020-11-24	DJIA	30046.2
2020-11-24	SP500	3635.4
2020-11-24	NASDAQ	12036.8
2020-11-25	DJIA	29872.5
2020-11-25	SP500	3629.6
2020-11-25	NASDAQ	12094.4
2020-11-27	DJIA	29910.4
2020-11-27	SP500	3638.4
2020-11-27	NASDAQ	12205.8
2020-11-30	DJIA	29638.6
2020-11-30	SP500	3621.6
2020-11-30	NASDAQ	12198.7
2020-12-01	DJIA	29823.9
2020-12-01	SP500	3662.4
2020-12-01	NASDAQ	12355.1
2020-12-02	DJIA	29883.8
2020-12-02	SP500	3669.0
2020-12-02	NASDAQ	12349.4
2020-12-03	DJIA	29969.5
2020-12-03	SP500	3666.7
2020-12-03	NASDAQ	12377.2
2020-12-04	DJIA	30218.3
2020-12-04	SP500	3699.1
2020-12-04	NASDAQ	12464.2
2020-12-07	DJIA	30069.8
2020-12-07	SP500	3692.0
2020-12-07	NASDAQ	12520.0
2020-12-08	DJIA	30173.9
2020-12-08	SP500	3702.2
2020-12-08	NASDAQ	12582.8
2020-12-09	DJIA	30068.8
2020-12-09	SP500	3672.8
2020-12-09	NASDAQ	12339.0
2020-12-10	DJIA	29999.3
2020-12-10	SP500	3668.1
2020-12-10	NASDAQ	12405.8
2020-12-11	DJIA	30046.4
2020-12-11	SP500	3663.5
2020-12-11	NASDAQ	12377.9
2020-12-14	DJIA	29861.6
2020-12-14	SP500	3647.5
2020-12-14	NASDAQ	12440.0
2020-12-15	DJIA	30199.3
2020-12-15	SP500	3694.6
2020-12-15	NASDAQ	12595.1
2020-12-16	DJIA	30154.5
2020-12-16	SP500	3701.2
2020-12-16	NASDAQ	12658.2
2020-12-17	DJIA	30303.4
2020-12-17	SP500	3722.5
2020-12-17	NASDAQ	12764.8
2020-12-18	DJIA	30179.1
2020-12-18	SP500	3709.4
2020-12-18	NASDAQ	12755.6
2020-12-21	DJIA	30216.4
2020-12-21	SP500	3694.9
2020-12-21	NASDAQ	12742.5
2020-12-22	DJIA	30015.5
2020-12-22	SP500	3687.3
2020-12-22	NASDAQ	12807.9
2020-12-23	DJIA	30129.8
2020-12-23	SP500	3690.0
2020-12-23	NASDAQ	12771.1
2020-12-24	DJIA	30199.9
2020-12-24	SP500	3703.1
2020-12-24	NASDAQ	12804.7
2020-12-28	DJIA	30404.0
2020-12-28	SP500	3735.4
2020-12-28	NASDAQ	12899.4
2020-12-29	DJIA	30335.7
2020-12-29	SP500	3727.0
2020-12-29	NASDAQ	12850.2
2020-12-30	DJIA	30409.6
2020-12-30	SP500	3732.0
2020-12-30	NASDAQ	12870.0
2020-12-31	DJIA	30606.5
2020-12-31	SP500	3756.1
2020-12-31	NASDAQ	12888.3
2021-01-04	DJIA	30223.9
2021-01-04	SP500	3700.6
2021-01-04	NASDAQ	12698.5
2021-01-05	DJIA	30391.6
2021-01-05	SP500	3726.9
2021-01-05	NASDAQ	12819.0
2021-01-06	DJIA	30829.4
2021-01-06	SP500	3748.1
2021-01-06	NASDAQ	12740.8
2021-01-07	DJIA	31041.1
2021-01-07	SP500	3803.8
2021-01-07	NASDAQ	13067.5
2021-01-08	DJIA	31098.0
2021-01-08	SP500	3824.7
2021-01-08	NASDAQ	13202.0
2021-01-11	DJIA	31008.7
2021-01-11	SP500	3799.6
2021-01-11	NASDAQ	13036.4
2021-01-12	DJIA	31068.7
2021-01-12	SP500	3801.2
2021-01-12	NASDAQ	13072.4
2021-01-13	DJIA	31060.5
2021-01-13	SP500	3809.8
2021-01-13	NASDAQ	13129.0
2021-01-14	DJIA	30991.5
2021-01-14	SP500	3795.5
2021-01-14	NASDAQ	13112.6
2021-01-15	DJIA	30814.3
2021-01-15	SP500	3768.2
2021-01-15	NASDAQ	12998.5
2021-01-19	DJIA	30930.5
2021-01-19	SP500	3798.9
2021-01-19	NASDAQ	13197.2
2021-01-20	DJIA	31188.4
2021-01-20	SP500	3851.9
2021-01-20	NASDAQ	13457.2
2021-01-21	DJIA	31176.0
2021-01-21	SP500	3853.1
2021-01-21	NASDAQ	13530.9
2021-01-22	DJIA	30997.0
2021-01-22	SP500	3841.5
2021-01-22	NASDAQ	13543.1
2021-01-25	DJIA	30960.0
2021-01-25	SP500	3855.4
2021-01-25	NASDAQ	13636.0
2021-01-26	DJIA	30937.0
2021-01-26	SP500	3849.6
