Date,Price
2013-04-05,2.758
2013-04-08,2.7887
2013-04-09,2.7
2013-04-10,2.7907
2013-04-11,2.906
2013-04-12,2.9167
2013-04-15,2.8867
2013-04-16,3.0393
2013-04-17,3.03
2013-04-18,3.1313
2013-04-19,3.1887
2013-04-22,3.346
2013-04-23,3.4007
2013-04-24,3.362
2013-04-25,3.4667
2013-04-26,3.4133
2013-04-29,3.6627
2013-04-30,3.5993
2013-05-01,3.552
2013-05-02,3.6073
2013-05-03,3.6367
2013-05-06,3.9667
2013-05-07,3.7007
2013-05-08,3.7193
2013-05-09,4.6267
2013-05-10,5.1173
2013-05-13,5.8533
2013-05-14,5.5493
2013-05-15,5.656
2013-05-16,6.15
2013-05-17,6.1
2013-05-20,5.996
2013-05-21,5.8393
2013-05-22,5.816
2013-05-23,6.182
2013-05-24,6.472
2013-05-28,7.3553
2013-05-29,6.9753
2013-05-30,6.9967
2013-05-31,6.5173
2013-06-03,6.1727
2013-06-04,6.3227
2013-06-05,6.358
2013-06-06,6.49
2013-06-07,6.8027
2013-06-10,6.67
2013-06-11,6.298
2013-06-12,6.5153
2013-06-13,6.5453
2013-06-14,6.6867
2013-06-17,6.8133
2013-06-18,6.8927
2013-06-19,6.9787
2013-06-20,6.71
2013-06-21,6.6367
2013-06-24,6.766
2013-06-25,6.8267
2013-06-26,7.048
2013-06-27,7.2833
2013-06-28,7.1573
2013-07-01,7.812
2013-07-02,7.8547
2013-07-03,7.6827
2013-07-05,8.006
2013-07-08,8.1073
2013-07-09,8.23
2013-07-10,8.1513
2013-07-11,8.374
2013-07-12,8.66
2013-07-15,8.484
2013-07-16,7.27
2013-07-17,8.0167
2013-07-18,7.9353
2013-07-19,7.9787
2013-07-22,8.162
2013-07-23,8.1827
2013-07-24,8.1133
2013-07-25,8.2713
2013-07-26,8.626
2013-07-29,8.9747
2013-07-30,8.7827
2013-07-31,8.952
2013-08-01,9.0367
2013-08-02,9.2
2013-08-05,9.6453
2013-08-06,9.4767
2013-08-07,8.9487
2013-08-08,10.232
2013-08-09,10.2
2013-08-12,9.8253
2013-08-13,9.6953
2013-08-14,9.2907
2013-08-15,9.3113
2013-08-16,9.4667
2013-08-19,9.66
2013-08-20,9.972
2013-08-21,9.8573
2013-08-22,10.4733
2013-08-23,10.7893
2013-08-26,10.948
2013-08-27,11.134
2013-08-28,11.0967
2013-08-29,11.0707
2013-08-30,11.2667
2013-09-03,11.2627
2013-09-04,11.3747
2013-09-05,11.3287
2013-09-06,11.1313
2013-09-09,10.7133
2013-09-10,11.0913
2013-09-11,10.9013
2013-09-12,10.9953
2013-09-13,11.036
2013-09-16,11.1053
2013-09-17,11.082
2013-09-18,11.0813
2013-09-19,11.8613
2013-09-20,12.226
2013-09-23,12.074
